Date,Close,Volume
2012-11-01,1388.077658235294,3388172352.9411764
2012-12-01,1422.2854918500002,3319409000.0
2013-01-01,1480.3952404761903,3611833809.5238094
2013-02-01,1512.3115813157897,3645972631.5789475
2013-03-01,1550.8289856500003,3426355500.0
2013-04-01,1570.7022647727274,3504454545.4545455
2013-05-01,1639.8427235454549,3474875000.0
2013-06-01,1618.7725159,3747339500.0
2013-07-01,1668.6754427272726,3095764545.4545455
2013-08-01,1670.0936390454547,2945582272.7272725
2013-09-01,1687.17350475,3308720500.0
2013-10-01,1720.026531695652,3332495652.173913
2013-11-01,1783.5410034000004,3181409500.0
2013-12-01,1807.7752335714288,3093277142.857143
2014-01-01,1822.3566603809522,3612948095.2380953
2014-02-01,1817.0347386842107,3669767894.736842
2014-03-01,1863.523338714286,3423096666.6666665
2014-04-01,1864.2633347619048,3409324285.714286
2014-05-01,1889.7671420476195,3029696666.6666665
2014-06-01,1947.087611476191,3013494285.714286
2014-07-01,1973.0999865909093,3023849545.4545455
2014-08-01,1961.5319068571428,2768149523.8095236
2014-09-01,1993.226190380952,3176476190.4761906
2014-10-01,1937.274350347826,4074523478.2608695
2014-11-01,2044.5721050526317,3347378421.0526314
2014-12-01,2054.2663629545455,3670173636.3636365
2015-01-01,2028.1785095000002,3866502000.0
2015-02-01,2082.1957943157895,3619766315.7894735
2015-03-01,2079.990439681818,3485265909.090909
2015-04-01,2094.8628395238097,3431473333.3333335
2015-05-01,2111.943518,3259386500.0
2015-06-01,2099.2836580000003,3327908181.818182
2015-07-01,2094.143626818182,3541845000.0
2015-08-01,2039.8662050952382,4029847142.857143
2015-09-01,1944.40238447619,3809017619.047619
2015-10-01,2024.8127163636366,3902040909.090909
2015-11-01,2080.6165038999998,3797179500.0
2015-12-01,2054.0795619545456,3802239090.909091
2016-01-01,1918.5978874736845,4863672105.263158
2016-02-01,1904.4184935500002,4652478000.0
2016-03-01,2021.9540904999997,4210882727.2727275
2016-04-01,2075.535231761905,3863094761.904762
2016-05-01,2065.5504790000005,3756361904.7619047
2016-06-01,2083.891368454545,3947850000.0
2016-07-01,2148.9019775500005,3476512500.0
2016-08-01,2177.4821670869565,3287404782.6086955
2016-09-01,2157.6909645238097,3679535238.095238
2016-10-01,2143.020937904762,3485553809.5238094
2016-11-01,2164.985688761905,4204750476.1904764
2016-12-01,2246.629045714286,3583392380.952381
2017-01-01,2275.1159788999994,3524159000.0
2017-02-01,2329.9105418421054,3640127368.4210525
2017-03-01,2366.822170173913,3545555217.3913045
2017-04-01,2359.3094545789477,3435035263.1578946
2017-05-01,2395.345880681818,3618507727.2727275
2017-06-01,2433.985451454546,3681931363.6363635
2017-07-01,2454.1025025,3158470000.0
2017-08-01,2456.2230702173906,3070262173.9130435
2017-09-01,2492.8410400000002,3316899000.0
2017-10-01,2556.99727,3221435000.0
2017-11-01,2593.6057361904764,3484440952.3809524
2017-12-01,2664.3405273,3262559500.0
2018-01-01,2789.8038156190473,3660005714.285714
2018-02-01,2705.1552477368423,4188390000.0
2018-03-01,2702.7738211428564,3636657142.857143
2018-04-01,2653.6252092857144,3316599523.8095236
2018-05-01,2701.4936190909084,3437149090.909091
2018-06-01,2754.3528878571433,3687605238.095238
2018-07-01,2793.643357,3073436666.6666665
2018-08-01,2857.820429217391,3010357391.304348
2018-09-01,2901.5005141052634,3289056842.105263
2018-10-01,2785.4647800434786,3970779565.2173915
2018-11-01,2723.2314221904758,3813338571.428571
2018-12-01,2567.3073858421058,4395924736.842105
2019-01-01,2607.3899972380955,3828649047.6190476
2019-02-01,2754.86420631579,3693864736.8421054
2019-03-01,2803.9837935714286,3742680000.0
2019-04-01,2903.799979047619,3314516190.4761906
2019-05-01,2854.7059104545456,3493641818.181818
2019-06-01,2890.1659790500003,3544069500.0
2019-07-01,2996.1136363636365,3197703181.818182
2019-08-01,2897.4504505454543,3618156363.6363635
2019-09-01,2982.1560058500004,3699616500.0
2019-10-01,2977.675197521739,3372371739.130435
2019-11-01,3104.9044922500007,3608996000.0
2019-12-01,3176.7495118095235,3431142857.142857
2020-01-01,3278.202857666666,3671639047.6190476
2020-02-01,3277.3141832631577,4436435263.157895
2020-03-01,2652.3936323636362,7354595454.545455
2020-04-01,2761.975225571429,5864926190.476191
2020-05-01,2919.6084838000006,5339955000.0
2020-06-01,3104.660933090909,5956545454.545455
2020-07-01,3207.619096227272,4418046363.636364
2020-08-01,3391.7100190952383,4019157142.857143
2020-09-01,3365.5166713809526,4384958095.238095
2020-10-01,3418.699995681818,4078981818.181818
2020-11-01,3428.5459469999996,4597768000.0
